id,smiles,concentration,shifts/heights
FS-1051-06-C03,FC(F)(F)C=1(C(=O)NC(=O)NC=1),97.36702564,-62.63814625054214,1
PS-6549-06-D01,FC1(=C(O)C=CC2(=C1C=CN2)),154.1676727,-147.8941570878231,1
TS-01956-06-E02,FC1(=CC(=CC=C1)CCC#N),57.8495729,-113.58402796358874,1
PS-8350-06-E03,[Br]C1(=C(O)C(F)=CN=C1),140.6546545,-149.3770171108271,1
FS-2003-06-E04,FC(F)(F)C2(=CC(NC1(CNCC1))=CC=C2),110.4944265,-62.40625501866434,1
FS-3750-06-F01,FC(F)(F)C1(=NC=C(O)C=N1),115.57937505154071,-67.59137850233815,1
PS-6750-06-F03,S(=O)(=O)(C1(=C(F)C=C(C#N)C=C1))C,140.61884898961463,-108.05062339602182,1
BS-4205-06-F05,ClC1(=C(F)C=CC(=C1)NC(=O)CC#N),113.9979509580786,-119.38042028838105,1
FS-1257-06-G01,FC2(=CC=1(NC=C(C=1C=C2)CC(=O)O)),124.36883171034849,-122.21997728869316,1
FS-3506-06-G03,FC(F)(F)C1(=CN=C2(C=CNC2(=C1))),134.1848166547678,-59.71773828432627,1
MS-7321-06-G04,FC1(=CC=C(CNC(=O)C)C=C1),107.23863136596411,-115.94558694570063,1
AS-5575-06-G05,[Br]C1(=C(N=C(N)N=C1)C(F)(F)F),112.13386070971275,-68.24884789540165,1
CS-4063-06-H04,[Br]C=2(C1(=NC=CC=C1C=C(C=2)F)),77.03027730726662,-112.25931598378105,1
BS-9729-06-H05,Cl.NC(CO)C1=CC=C(F)C(F)=C1,135.97912548426638,-137.2333797265136,1,-137.2715840290835,1,-138.08098216027386,1,-138.11918646284374,1
